Chromosome	Monoc1_2_state3.bed_Start	Monoc1_2_state3.bed_End	Monoc1_2_state3.bed_Name	dnase_Monoc.bed_Start	dnase_Monoc.bed_End	dnase_Monoc.bed_Name
chr4	124261800	124262000	E3	124261478	124261812	chr4.3765
chr4	124537800	124538800	E3	124538154	124538518	chr4.3778
chr4	129768000	129769000	E3	129768294	129768730	chr4.3813
chr4	129879400	129879600	E3	129879411	129879645	chr4.3815
chr4	139313800	139315000	E3	139313878	139314127	chr4.3865
chr4	139903200	139903200	E3	139903047	139903339	chr4.3872
chr4	139920800	139921200	E3	139920852	139921236	chr4.3873
chr4	140135000	140136400	E3	140135228	140135609	chr4.3884
chr4	140613800	140614000	E3	140613535	140613838	chr4.3903
chr4	140655200	140655400	E3	140655370	140655622	chr4.3906
chr4	140658200	140659400	E3	140659219	140659404	chr4.3908
chr4	140750000	140751000	E3	140750505	140750751	chr4.3912
chr4	140900000	140900400	E3	140899848	140900219	chr4.3915
chr4	140992600	140993400	E3	140993088	140993251	chr4.3918
chr4	141023600	141025400	E3	141024960	141025005	chr4.3923
chr4	141711000	141711200	E3	141710955	141711282	chr4.3950
chr4	141712000	141712400	E3	141712025	141712379	chr4.3951
chr4	142232800	142233400	E3	142233123	142233248	chr4.3963
chr4	142269000	142269600	E3	142269383	142269618	chr4.3964
chr4	147064600	147065200	E3	147064962	147065378	chr4.4004
chr4	148752200	148753200	E3	148752937	148753295	chr4.4030
chr4	153345800	153347200	E3	153346312	153346461	chr4.4071
chr4	154056000	154056600	E3	154055997	154056413	chr4.4096
chr4	154371400	154371600	E3	154371325	154371656	chr4.4108
chr4	154373000	154373200	E3	154373040	154373322	chr4.4109
chr4	154543200	154545000	E3	154544132	154544307	chr4.4114
chr4	154582600	154583400	E3	154582592	154582898	chr4.4119
chr4	154600600	154601600	E3	154600730	154601091	chr4.4121
chr4	154625000	154627000	E3	154625971	154626140	chr4.4123
chr4	154647600	154648200	E3	154647553	154647704	chr4.4125
chr4	159687400	159688600	E3	159687714	159687903	chr4.4172
chr4	159739200	159739400	E3	159739161	159739458	chr4.4176
chr4	164471400	164472000	E3	164471503	164471745	chr4.4202
chr4	169407800	169408800	E3	169408178	169408453	chr4.4231
chr4	169425200	169426400	E3	169425215	169425455	chr4.4232
chr4	169430600	169431400	E3	169430954	169431202	chr4.4233
chr4	169662800	169663000	E3	169662949	169663294	chr4.4237
chr4	169769000	169769200	E3	169769164	169769536	chr4.4242
chr4	173680000	173680200	E3	173680124	173680445	chr4.4276
chr4	173680000	173680200	E3	173679881	173680021	chr4.4275
chr4	175514000	175514200	E3	175514135	175514394	chr4.4316
chr4	183730800	183731400	E3	183730118	183731089	chr4.4339
chr4	184317400	184318200	E3	184317408	184317738	chr4.4381
chr4	184542800	184543000	E3	184542923	184543428	chr4.4394
chr4	184543200	184543400	E3	184542923	184543428	chr4.4394
chr4	184910000	184911000	E3	184910760	184910925	chr4.4413
chr4	185201400	185202000	E3	185201456	185201561	chr4.4432
chr4	185234800	185235400	E3	185235315	185235828	chr4.4435
chr4	185249000	185250000	E3	185249666	185249882	chr4.4436
chr4	185250400	185254600	E3	185252992	185253085	chr4.4438
chr4	185250400	185254600	E3	185251157	185251496	chr4.4437
chr4	185316000	185317400	E3	185316115	185316262	chr4.4445
chr4	185327600	185328400	E3	185328295	185328466	chr4.4447
chr4	185372400	185373200	E3	185373025	185373200	chr4.4455
chr4	185589000	185591000	E3	185589810	185589962	chr4.4469
chr4	185704200	185705000	E3	185703976	185704399	chr4.4478
chr4	185714200	185715200	E3	185714099	185714677	chr4.4479
chr4	185769600	185770200	E3	185769740	185769965	chr4.4492
chr4	185777400	185778200	E3	185777460	185777690	chr4.4495
chr4	185810400	185811000	E3	185810794	185811227	chr4.4497
chr4	190592600	190593200	E3	190592697	190592750	chr4.4614
chr12	221000	221800	E3	220849	221542	chr12.25
chr12	635000	635400	E3	635199	635681	chr12.90
chr12	760200	760600	E3	760250	760380	chr12.125
chr12	794400	795200	E3	794623	794909	chr12.127
chr12	1913800	1914400	E3	1913611	1914133	chr12.189
chr12	1918800	1919600	E3	1918890	1919706	chr12.191
chr12	2038600	2038800	E3	2038599	2039906	chr12.234
chr12	2039000	2039000	E3	2038599	2039906	chr12.234
chr12	2405000	2406200	E3	2405165	2405479	chr12.267
chr12	2445000	2445600	E3	2445545	2446052	chr12.277
chr12	2656200	2657200	E3	2656427	2656886	chr12.309
chr12	2660200	2661000	E3	2660468	2661116	chr12.310
chr12	3472600	3472800	E3	3472692	3473276	chr12.563
chr12	4245000	4245400	E3	4245003	4245644	chr12.608
chr12	4262800	4263200	E3	4262502	4262973	chr12.611
chr12	4396800	4397200	E3	4397041	4397377	chr12.633
chr12	6202400	6202600	E3	6202473	6202909	chr12.719
chr12	6247400	6249200	E3	6247925	6248442	chr12.721
chr12	6250200	6251400	E3	6250096	6250586	chr12.722
chr12	6254600	6255200	E3	6254831	6255112	chr12.723
chr12	6277000	6277600	E3	6276414	6277392	chr12.726
chr12	6338800	6339600	E3	6339123	6339416	chr12.735
chr12	6439800	6442000	E3	6441558	6442640	chr12.761
chr12	6439800	6442000	E3	6439345	6439984	chr12.760
chr12	6454400	6454800	E3	6454451	6455362	chr12.766
chr12	6455000	6455400	E3	6454451	6455362	chr12.766
chr12	6461800	6462200	E3	6461926	6462196	chr12.769
chr12	6467800	6468200	E3	6468123	6468384	chr12.772
chr12	6476600	6477200	E3	6476809	6477706	chr12.775
chr12	6478000	6478400	E3	6478313	6478594	chr12.776
chr12	6481800	6481800	E3	6481504	6482168	chr12.777
chr12	6482000	6482000	E3	6481504	6482168	chr12.777
chr12	6502000	6502000	E3	6501733	6502060	chr12.789
chr12	6503400	6503800	E3	6503467	6503851	chr12.790
chr12	6569000	6569800	E3	6569222	6569423	chr12.799
chr12	6645800	6647800	E3	6647069	6647369	chr12.808
chr12	6648800	6650000	E3	6649421	6650067	chr12.809
chr12	6723200	6723400	E3	6722731	6723755	chr12.823
chr12	6723600	6723800	E3	6722731	6723755	chr12.823
chr12	6929600	6930200	E3	6929621	6929729	chr12.863
chr12	7065800	7066000	E3	7065785	7066045	chr12.910
chr12	7070200	7070800	E3	7070341	7071779	chr12.913
chr12	7070200	7070800	E3	7069937	7070245	chr12.912
chr12	7664800	7666000	E3	7665255	7665523	chr12.952
chr12	8000600	8000800	E3	8000443	8000895	chr12.974
chr12	8110800	8111400	E3	8111210	8111547	chr12.992
chr12	8129400	8131000	E3	8130022	8130560	chr12.996
chr12	8142600	8143600	E3	8142568	8143069	chr12.997
chr12	8147400	8147800	E3	8147785	8148267	chr12.998
chr12	8148000	8148200	E3	8147785	8148267	chr12.998
chr12	8204000	8205800	E3	8205267	8205684	chr12.1005
chr12	8419200	8421200	E3	8419420	8419610	chr12.1023
chr12	8421400	8423000	E3	8422185	8422357	chr12.1024
chr12	8771200	8773000	E3	8771822	8772126	chr12.1040
chr12	9271000	9271400	E3	9270818	9271164	chr12.1063
chr12	10180600	10181000	E3	10180393	10180663	chr12.1125
chr12	10271200	10271800	E3	10271727	10271943	chr12.1128
chr12	10320200	10320800	E3	10320111	10320659	chr12.1134
chr12	10334600	10336800	E3	10335308	10335610	chr12.1135
chr12	10339000	10339200	E3	10338919	10339322	chr12.1137
chr12	11747800	11748800	E3	11748111	11748280	chr12.1159
chr12	11820200	11820600	E3	11820145	11820442	chr12.1162
chr12	11871600	11872800	E3	11872568	11873069	chr12.1164
chr12	11877800	11879000	E3	11877909	11878046	chr12.1165
chr12	11896200	11901600	E3	11899140	11899397	chr12.1166
chr12	11905800	11907000	E3	11905816	11906160	chr12.1168
chr12	11923000	11925600	E3	11923154	11923361	chr12.1171
chr12	11949800	11951600	E3	11950414	11950663	chr12.1173
chr12	11975600	11976200	E3	11975453	11975642	chr12.1175
chr12	11979000	11980200	E3	11980082	11980329	chr12.1176
chr12	12010000	12011000	E3	12009943	12010322	chr12.1180
chr12	12016200	12017400	E3	12017035	12017228	chr12.1181
chr12	12161400	12162800	E3	12161963	12162588	chr12.1186
chr12	12164600	12164800	E3	12164265	12164629	chr12.1188
chr12	12532600	12533600	E3	12532887	12533110	chr12.1201
chr12	12969200	12971200	E3	12970809	12970844	chr12.1223
chr12	13252000	13252600	E3	13251994	13252197	chr12.1237
chr12	13362000	13362400	E3	13361936	13362084	chr12.1244
chr12	14417200	14418000	E3	14417759	14418063	chr12.1256
chr12	14468000	14468400	E3	14467879	14468091	chr12.1259
chr12	14480400	14481200	E3	14480665	14480966	chr12.1260
chr12	15101400	15102000	E3	15101782	15102030	chr12.1277
chr12	15105000	15105400	E3	15105297	15105420	chr12.1278
chr12	19914400	19915000	E3	19914584	19914651	chr12.1305
chr12	20362600	20363200	E3	20363144	20363259	chr12.1308
chr12	22702200	22702800	E3	22702516	22702827	chr12.1330
chr12	24895400	24895800	E3	24895351	24895645	chr12.1339
chr12	25053800	25054200	E3	25053918	25054321	chr12.1341
chr12	25062400	25063000	E3	25062637	25063063	chr12.1344
chr12	25084400	25085400	E3	25084637	25084920	chr12.1345
chr12	25119400	25120200	E3	25119966	25120364	chr12.1350
chr12	25132200	25132800	E3	25132230	25132574	chr12.1352
chr12	26626400	26627000	E3	26626246	26626607	chr12.1378
chr12	27105200	27107400	E3	27106545	27106718	chr12.1385
chr12	29305200	29305400	E3	29305215	29305510	chr12.1411
chr12	29317000	29318200	E3	29317785	29317929	chr12.1413
chr12	29395000	29396800	E3	29395992	29396176	chr12.1416
chr12	29395000	29396800	E3	29394864	29395561	chr12.1415
chr12	29581600	29583000	E3	29581713	29581889	chr12.1421
chr12	31840200	31841000	E3	31840070	31840436	chr12.1515
chr12	31900600	31903000	E3	31902089	31902494	chr12.1520
chr12	31936800	31937400	E3	31936881	31937262	chr12.1525
chr12	31985200	31986000	E3	31985696	31986161	chr12.1526
chr12	32006400	32006800	E3	32006516	32006769	chr12.1527
chr12	32027800	32028400	E3	32028220	32028622	chr12.1528
chr12	32650800	32651200	E3	32650947	32651035	chr12.1546
chr12	32827000	32827800	E3	32827722	32828082	chr12.1554
chr12	33740600	33742000	E3	33740758	33741178	chr12.1566
chr12	45578600	45578800	E3	45578489	45578681	chr12.1736
chr12	45829000	45830200	E3	45829849	45830026	chr12.1740
chr12	45950400	45951200	E3	45950825	45951133	chr12.1743
chr12	47601200	47601200	E3	47601125	47601460	chr12.1769
chr12	47601400	47601800	E3	47601125	47601460	chr12.1769
chr12	47671800	47672000	E3	47671927	47672148	chr12.1772
chr12	48108200	48108800	E3	48108736	48108910	chr12.1779
chr12	48197600	48198000	E3	48197550	48197753	chr12.1824
chr12	48222000	48222800	E3	48222482	48223110	chr12.1829
chr12	48261400	48262200	E3	48261413	48261678	chr12.1843
chr12	48262400	48262800	E3	48262620	48262791	chr12.1844
chr12	48282200	48283000	E3	48282852	48283160	chr12.1846
chr12	48734200	48735000	E3	48734813	48735038	chr12.1889
chr12	49332400	49335000	E3	49334030	49334369	chr12.1930
chr12	49332400	49335000	E3	49332627	49332773	chr12.1929
chr12	49414000	49414200	E3	49413194	49414232	chr12.1950
chr12	49414400	49414600	E3	49414449	49414522	chr12.1951
chr12	50064400	50064800	E3	50064787	50065043	chr12.2045
chr12	50190400	50191000	E3	50190394	50191703	chr12.2060
chr12	50191600	50192000	E3	50190394	50191703	chr12.2060
chr12	50214600	50215200	E3	50214886	50215183	chr12.2064
chr12	51139200	51140200	E3	51139709	51139931	chr12.2142
chr12	51636000	51636200	E3	51635928	51636273	chr12.2160
chr12	51685400	51686000	E3	51685525	51686088	chr12.2165
chr12	51797800	51798400	E3	51797620	51798013	chr12.2177
chr12	52279200	52280000	E3	52279617	52280103	chr12.2215
chr12	52439000	52440000	E3	52439256	52440139	chr12.2250
chr12	52512400	52513000	E3	52512229	52512714	chr12.2274
chr12	52540800	52541200	E3	52540382	52543008	chr12.2282
chr12	52541400	52541800	E3	52540382	52543008	chr12.2282
chr12	52579600	52580200	E3	52579682	52580875	chr12.2301
chr12	52580400	52580600	E3	52579682	52580875	chr12.2301
chr12	52580800	52580800	E3	52579682	52580875	chr12.2301
chr12	52582800	52583800	E3	52583286	52583521	chr12.2303
chr12	52582800	52583800	E3	52582806	52583106	chr12.2302
chr12	52585800	52587200	E3	52585615	52586481	chr12.2304
chr12	52588400	52589400	E3	52588797	52589280	chr12.2306
chr12	52588400	52589400	E3	52587667	52588437	chr12.2305
chr12	52591800	52592000	E3	52591399	52592975	chr12.2307
chr12	52592600	52595600	E3	52591399	52592975	chr12.2307
chr12	52596000	52597400	E3	52596409	52597611	chr12.2308
chr12	52638000	52638200	E3	52637651	52638840	chr12.2318
chr12	52638600	52638800	E3	52637651	52638840	chr12.2318
chr12	53466000	53466200	E3	53466108	53466271	chr12.2496
chr12	53973400	53973800	E3	53973382	53973612	chr12.2581
chr12	54685800	54688200	E3	54687986	54688435	chr12.2713
chr12	54765600	54766800	E3	54766064	54766216	chr12.2726
chr12	54776600	54777200	E3	54776896	54777362	chr12.2729
chr12	54804400	54805600	E3	54805083	54805828	chr12.2740
chr12	56044000	56045000	E3	56044474	56044946	chr12.2788
chr12	56067600	56067800	E3	56067567	56067736	chr12.2790
chr12	56241000	56241400	E3	56240915	56241147	chr12.2819
chr12	56513400	56513600	E3	56513195	56513518	chr12.2846
chr12	56536400	56538200	E3	56537763	56537940	chr12.2851
chr12	57112000	57113800	E3	57111297	57112467	chr12.2916
chr12	57488400	57488600	E3	57488580	57488876	chr12.2948
chr12	57495800	57496600	E3	57495789	57496419	chr12.2949
chr12	57512800	57513600	E3	57512706	57513023	chr12.2953
chr12	57526400	57527000	E3	57526872	57527083	chr12.2957
chr12	57531600	57534000	E3	57532516	57533153	chr12.2960
chr12	57531600	57534000	E3	57531942	57532179	chr12.2959
chr12	57550600	57551400	E3	57550445	57550878	chr12.2966
chr12	57555800	57557000	E3	57556107	57556956	chr12.2968
chr12	57863800	57865800	E3	57864721	57865068	chr12.3031
chr12	57863800	57865800	E3	57864066	57864416	chr12.3030
chr12	57868600	57869400	E3	57869337	57871153	chr12.3032
chr12	58229400	58230000	E3	58229257	58229584	chr12.3098
chr12	63125000	63127400	E3	63126793	63127106	chr12.3136
chr12	63125000	63127400	E3	63125019	63125106	chr12.3135
chr12	63179600	63180000	E3	63179732	63180219	chr12.3139
chr12	63181400	63182200	E3	63181551	63181709	chr12.3140
chr12	64311600	64311800	E3	64311763	64312213	chr12.3158
chr12	65032800	65033000	E3	65032711	65032937	chr12.3177
chr12	65072000	65074400	E3	65073349	65073539	chr12.3178
chr12	65093200	65093800	E3	65093620	65093871	chr12.3180
chr12	66543200	66544600	E3	66543880	66544140	chr12.3207
chr12	66610800	66611600	E3	66611274	66611383	chr12.3210
chr12	66627600	66628200	E3	66627792	66628255	chr12.3211
chr12	66714800	66715800	E3	66715440	66715522	chr12.3218
chr12	66782200	66782600	E3	66782330	66782669	chr12.3222
chr12	68759400	68759600	E3	68758761	68759474	chr12.3237
chr12	69177600	69177800	E3	69177796	69178164	chr12.3250
chr12	69181200	69181400	E3	69181130	69181643	chr12.3251
chr12	69181600	69182400	E3	69181130	69181643	chr12.3251
chr12	69345200	69346200	E3	69345559	69345849	chr12.3255
chr12	69402000	69403200	E3	69402404	69402648	chr12.3259
chr12	69433400	69433800	E3	69433636	69434034	chr12.3260
chr12	69434000	69434400	E3	69433636	69434034	chr12.3260
chr12	72039000	72039200	E3	72039196	72039294	chr12.3287
chr12	76357800	76358000	E3	76357961	76358277	chr12.3308
chr12	76358200	76358600	E3	76357961	76358277	chr12.3308
chr12	76363600	76364200	E3	76363558	76363830	chr12.3309
chr12	76368000	76373200	E3	76371737	76372046	chr12.3311
chr12	76368000	76373200	E3	76368211	76368363	chr12.3310
chr12	76413800	76415200	E3	76414596	76414808	chr12.3312
chr12	76548800	76551000	E3	76549789	76550012	chr12.3317
chr12	76844400	76845000	E3	76844668	76844743	chr12.3320
chr12	77005200	77005600	E3	77005487	77005678	chr12.3323
chr12	78392600	78393000	E3	78392914	78393074	chr12.3333
chr12	83359800	83360600	E3	83360092	83360146	chr12.3351
chr12	89554400	89554800	E3	89554406	89554739	chr12.3368
chr12	89556000	89557200	E3	89556509	89556846	chr12.3369
chr12	89578000	89578400	E3	89578079	89578196	chr12.3370
chr12	90150600	90151000	E3	90150524	90150700	chr12.3385
chr12	90162200	90164000	E3	90162945	90163368	chr12.3386
chr12	90182200	90183800	E3	90183705	90183978	chr12.3387
chr12	90250400	90250600	E3	90250323	90250428	chr12.3388
chr12	90256000	90256800	E3	90256657	90256849	chr12.3389
chr12	90374200	90374400	E3	90374144	90374307	chr12.3391
chr12	92265000	92266200	E3	92265602	92265816	chr12.3397
chr12	92271000	92272000	E3	92270820	92271134	chr12.3398
chr12	92694800	92695800	E3	92694656	92694840	chr12.3406
chr12	92838200	92838800	E3	92838534	92838890	chr12.3409
chr12	92896400	92899000	E3	92898513	92898700	chr12.3411
chr12	92896400	92899000	E3	92896324	92896533	chr12.3410
chr12	92932800	92933200	E3	92933069	92933410	chr12.3412
chr12	93364400	93366200	E3	93364817	93365016	chr12.3418
chr12	93521400	93522000	E3	93521488	93521847	chr12.3420
chr12	93531800	93533200	E3	93532887	93533157	chr12.3422
chr12	93531800	93533200	E3	93531923	93532105	chr12.3421
chr12	94166200	94167800	E3	94166751	94167064	chr12.3437
chr12	94241200	94242000	E3	94241286	94241374	chr12.3438
chr12	94242600	94242800	E3	94242370	94243033	chr12.3439
chr12	94551000	94552200	E3	94551904	94552210	chr12.3456
chr12	94565400	94566600	E3	94565942	94566025	chr12.3457
chr12	94574600	94575000	E3	94574454	94574811	chr12.3460
chr12	94633800	94634200	E3	94633942	94634231	chr12.3463
chr12	94659600	94661800	E3	94660217	94660434	chr12.3467
chr12	95034400	95034800	E3	95034316	95034640	chr12.3474
chr12	95057400	95057800	E3	95057637	95057699	chr12.3479
chr12	95070000	95070200	E3	95069750	95070462	chr12.3481
chr12	95071200	95072200	E3	95072185	95072519	chr12.3483
chr12	95227000	95227200	E3	95226724	95227126	chr12.3488
chr12	95526400	95527600	E3	95526742	95526850	chr12.3493
chr12	96391800	96393000	E3	96392522	96392695	chr12.3503
chr12	96430200	96432000	E3	96431233	96431593	chr12.3506
chr12	96439000	96440200	E3	96439376	96439575	chr12.3508
chr12	96570000	96572200	E3	96570725	96571323	chr12.3519
chr12	96609000	96609200	E3	96608950	96609345	chr12.3522
chr12	96630600	96631800	E3	96631592	96631836	chr12.3524
chr12	96635200	96636800	E3	96635643	96636038	chr12.3525
chr12	99092400	99094000	E3	99092747	99092833	chr12.3556
chr12	102141400	102142200	E3	102141535	102141847	chr12.3591
chr12	102166400	102167600	E3	102167417	102167726	chr12.3593
chr12	102319000	102319400	E3	102319219	102319499	chr12.3600
chr12	102896600	102897200	E3	102897120	102897293	chr12.3605
chr12	104200600	104201400	E3	104200596	104200964	chr12.3620
chr12	104999800	105000400	E3	104999561	104999884	chr12.3651
chr12	105031400	105031400	E3	105031350	105031810	chr12.3652
chr12	105032800	105035600	E3	105035580	105035979	chr12.3653
chr12	105035800	105037000	E3	105035580	105035979	chr12.3653
chr12	105088800	105090000	E3	105089474	105089778	chr12.3663
chr12	105121000	105122200	E3	105121920	105122213	chr12.3668
chr12	105144000	105146000	E3	105145471	105145660	chr12.3672
chr12	105144000	105146000	E3	105143849	105144242	chr12.3671
chr12	105218000	105218400	E3	105217805	105218009	chr12.3674
chr12	105368200	105368800	E3	105368495	105368791	chr12.3676
chr12	106620800	106621000	E3	106620687	106620926	chr12.3689
chr12	106628000	106629600	E3	106628327	106628675	chr12.3691
chr12	106663000	106663200	E3	106663032	106663129	chr12.3695
chr12	107722200	107724000	E3	107723437	107723910	chr12.3721
chr12	107722200	107724000	E3	107722468	107722954	chr12.3720
chr12	107766200	107766400	E3	107766065	107766280	chr12.3724
chr12	108726400	108727000	E3	108726715	108727272	chr12.3763
chr12	108765600	108766600	E3	108765943	108766099	chr12.3769
chr12	109010800	109011200	E3	109011115	109011460	chr12.3799
chr12	109010800	109011200	E3	109010826	109010870	chr12.3798
chr12	109014200	109017000	E3	109016160	109016623	chr12.3801
chr12	109059400	109062400	E3	109061319	109061450	chr12.3810
chr12	109118200	109118600	E3	109118179	109118416	chr12.3813
chr12	109127800	109129000	E3	109128175	109128458	chr12.3816
chr12	109213800	109215600	E3	109214600	109214677	chr12.3833
chr12	109232200	109233800	E3	109232130	109232529	chr12.3836
chr12	109244800	109245200	E3	109244322	109244988	chr12.3837
chr12	109255600	109256000	E3	109255697	109256061	chr12.3840
chr12	109278000	109278800	E3	109278204	109278790	chr12.3841
chr12	109297000	109298800	E3	109297532	109297882	chr12.3843
chr12	109297000	109298800	E3	109297139	109297302	chr12.3842
chr12	109301800	109302200	E3	109301762	109302168	chr12.3844
chr12	109308000	109308400	E3	109307890	109308206	chr12.3845
chr12	109608000	109608600	E3	109608221	109608374	chr12.3857
chr12	109898600	109899000	E3	109898904	109899373	chr12.3891
chr12	110201000	110201200	E3	110200859	110201323	chr12.3992
chr12	110301800	110302600	E3	110302140	110302467	chr12.4037
chr12	110383000	110383200	E3	110382840	110383056	chr12.4055
chr12	110384400	110386000	E3	110385489	110385670	chr12.4057
chr12	110384400	110386000	E3	110384380	110384643	chr12.4056
chr12	110416800	110417800	E3	110416828	110417086	chr12.4059
chr12	110445200	110446600	E3	110445787	110445970	chr12.4062
chr12	110750200	110751000	E3	110750897	110751043	chr12.4076
chr12	110782600	110783600	E3	110783147	110783523	chr12.4077
chr12	110786800	110787200	E3	110786960	110787224	chr12.4078
chr12	111028600	111029200	E3	111028612	111029006	chr12.4094
chr12	111099200	111099400	E3	111099071	111099809	chr12.4098
chr12	111136600	111137200	E3	111136129	111136739	chr12.4106
chr12	111494400	111494800	E3	111494450	111495391	chr12.4140
chr12	111564200	111565400	E3	111564196	111564546	chr12.4157
chr12	111607800	111608800	E3	111608176	111608882	chr12.4162
chr12	111611800	111612000	E3	111611764	111612688	chr12.4164
chr12	111831200	111831800	E3	111831396	111832070	chr12.4224
chr12	111837400	111838000	E3	111837224	111837423	chr12.4226
chr12	111850400	111852000	E3	111851741	111852009	chr12.4234
chr12	111850400	111852000	E3	111851331	111851518	chr12.4233
chr12	111852600	111853200	E3	111852895	111853271	chr12.4235
chr12	111862000	111864800	E3	111862961	111863231	chr12.4238
chr12	111862000	111864800	E3	111862720	111862879	chr12.4237
chr12	111881000	111882000	E3	111881350	111881635	chr12.4245
chr12	112218000	112218800	E3	112218013	112218419	chr12.4261
chr12	112326200	112326800	E3	112326306	112326448	chr12.4269
chr12	112466800	112467600	E3	112467284	112467391	chr12.4272
chr12	112533800	112535000	E3	112534059	112534142	chr12.4273
chr12	112555000	112555400	E3	112554926	112555089	chr12.4276
chr12	113044600	113045200	E3	113044873	113045043	chr12.4304
chr12	113322800	113323200	E3	113323134	113323224	chr12.4309
chr12	113331800	113332000	E3	113331726	113331819	chr12.4311
chr12	113579600	113580000	E3	113579785	113581158	chr12.4371
chr12	113637600	113638200	E3	113637918	113638429	chr12.4391
chr12	113652800	113653400	E3	113652668	113653133	chr12.4395
chr12	113679600	113680000	E3	113679773	113680185	chr12.4398
chr12	113710200	113710400	E3	113709525	113710259	chr12.4401
chr12	113760000	113761000	E3	113760072	113760550	chr12.4417
chr12	113779400	113779800	E3	113779332	113779684	chr12.4422
chr12	113853800	113854800	E3	113853722	113854324	chr12.4445
chr12	113859200	113860000	E3	113859853	113860349	chr12.4446
chr12	114299000	114299200	E3	114298790	114299199	chr12.4539
chr12	115244600	115245000	E3	115244522	115244790	chr12.4610
chr12	116742000	116742400	E3	116741790	116742056	chr12.4628
chr12	116774000	116774600	E3	116774451	116774909	chr12.4631
chr12	116774800	116775000	E3	116774451	116774909	chr12.4631
chr12	116797000	116797400	E3	116796741	116797490	chr12.4632
chr12	116798400	116799200	E3	116798634	116799111	chr12.4633
chr12	116838400	116840400	E3	116838510	116838818	chr12.4636
chr12	116843200	116844400	E3	116844336	116844810	chr12.4637
chr12	116844600	116845200	E3	116844336	116844810	chr12.4637
chr12	116879000	116879600	E3	116879083	116879510	chr12.4640
chr12	116985200	116985800	E3	116985711	116986089	chr12.4649
chr12	116989000	116991000	E3	116989744	116990076	chr12.4650
chr12	117030200	117033600	E3	117032026	117032673	chr12.4654
chr12	117030200	117033600	E3	117030666	117030777	chr12.4653
chr12	117039200	117040400	E3	117039439	117039667	chr12.4656
chr12	117495200	117496000	E3	117495378	117495617	chr12.4702
chr12	117497600	117498400	E3	117498010	117498525	chr12.4703
chr12	118614000	118614400	E3	118613902	118614260	chr12.4764
chr12	120540600	120541200	E3	120540247	120540844	chr12.4818
chr12	120547800	120548400	E3	120548379	120549029	chr12.4821
chr12	120548600	120549200	E3	120548379	120549029	chr12.4821
chr12	120564400	120565600	E3	120564255	120564869	chr12.4823
chr12	120663000	120664200	E3	120663416	120664150	chr12.4849
chr12	120663000	120664200	E3	120662189	120663086	chr12.4848
chr12	120988000	120988400	E3	120987992	120988189	chr12.4896
chr12	121092200	121092200	E3	121091924	121092278	chr12.4908
chr12	121115600	121116200	E3	121115513	121116266	chr12.4916
chr12	121157400	121159000	E3	121158426	121158682	chr12.4923
chr12	121330400	121331000	E3	121330251	121330400	chr12.4931
chr12	121376800	121377600	E3	121377343	121377684	chr12.4935
chr12	121471200	121472600	E3	121471597	121472053	chr12.4954
chr12	121579000	121581600	E3	121579170	121579400	chr12.4967
chr12	121582200	121582400	E3	121582220	121582773	chr12.4969
chr12	121583200	121583600	E3	121583072	121583386	chr12.4970
chr12	121596600	121597600	E3	121597308	121597713	chr12.4971
chr12	121612800	121613600	E3	121613164	121613613	chr12.4972
chr12	121623400	121623600	E3	121623321	121623577	chr12.4973
chr12	121627600	121629200	E3	121628208	121628646	chr12.4974
chr12	121634800	121635200	E3	121634728	121634965	chr12.4975
chr12	121652800	121654000	E3	121652854	121653104	chr12.4978
chr12	121660600	121661400	E3	121660669	121660891	chr12.4980
chr12	121678600	121678600	E3	121678283	121679689	chr12.4986
chr12	121679200	121679600	E3	121678283	121679689	chr12.4986
chr12	121714000	121716600	E3	121716274	121716917	chr12.4991
chr12	121714000	121716600	E3	121714566	121715192	chr12.4990
chr12	121724200	121725200	E3	121725034	121725438	chr12.4992
chr12	121752000	121753000	E3	121752286	121752555	chr12.4998
chr12	121825800	121826800	E3	121826291	121826593	chr12.5002
chr12	121862600	121864400	E3	121863028	121863470	chr12.5004
chr12	121891000	121891600	E3	121889785	121891175	chr12.5010
chr12	121898600	121899400	E3	121898775	121899290	chr12.5012
chr12	121927600	121927800	E3	121927757	121928074	chr12.5014
chr12	121958000	121958400	E3	121958383	121958736	chr12.5024
chr12	121969000	121969600	E3	121968382	121969120	chr12.5026
chr12	121985600	121986000	E3	121984841	121985650	chr12.5028
chr12	121998800	121999000	E3	121998159	121999130	chr12.5031
chr12	122075800	122076200	E3	122075219	122075885	chr12.5047
chr12	122087200	122087400	E3	122087254	122087552	chr12.5050
chr12	122220000	122220200	E3	122219610	122220524	chr12.5084
chr12	122224200	122225200	E3	122224274	122224523	chr12.5085
chr12	122248200	122248800	E3	122247871	122248534	chr12.5094
chr12	122311800	122312600	E3	122311958	122312179	chr12.5111
chr12	122501200	122501400	E3	122500954	122501611	chr12.5141
chr12	122501600	122501600	E3	122500954	122501611	chr12.5141
chr12	122883800	122884200	E3	122884104	122884318	chr12.5180
chr12	123185000	123185200	E3	123184573	123185197	chr12.5196
chr12	123204800	123205200	E3	123205157	123205252	chr12.5200
chr12	123228600	123229200	E3	123228653	123229026	chr12.5203
chr12	123430800	123431600	E3	123431189	123432523	chr12.5238
chr12	123432200	123432400	E3	123431189	123432523	chr12.5238
chr12	123467000	123468400	E3	123468060	123477380	chr12.5251
